sample_id,assigned_cluster,best_correlation,second_best_correlation,confidence_gap,high_confidence
MB-0059,SNF_C1,0.22900865058749756,-0.005272587674363852,0.23428123826186142,TRUE
MB-0500,SNF_C3,0.5041053325988188,-0.30524596663913267,0.8093512992379515,TRUE
MB-0150,SNF_C3,0.46354955468480513,-0.13466443928168392,0.598213993966489,TRUE
MB-0895,SNF_C3,0.06900608359529803,0.028803378223938445,0.04020270537135959,TRUE
MB-0366,SNF_C1,0.21118522201626808,0.017465778611218112,0.19371944340504996,TRUE
MB-0173,SNF_C1,0.2502609798272682,-0.08646973131070565,0.3367307111379738,TRUE
MB-0131,SNF_C1,0.2061010661302292,-0.04529285061516103,0.25139391674539024,TRUE
MB-0206,SNF_C3,0.5208316908903635,-0.19558596658078126,0.7164176574711447,TRUE
MB-0315,SNF_C2,0.22775859863936027,-0.04173153381493568,0.2694901324542959,TRUE
MB-0361,SNF_C3,0.18069399653949667,-0.0987292748489925,0.27942327138848916,TRUE
MB-0545,SNF_C2,0.16110705958208804,-0.04447993028834055,0.2055869898704286,TRUE
MB-0370,SNF_C1,0.16823886006187477,-0.022154651193516405,0.19039351125539117,TRUE
MB-0642,SNF_C1,0.31383373770300094,0.02978061059517511,0.2840531271078258,TRUE
MB-0431,SNF_C2,0.16755806718284455,0.02916637641229968,0.13839169077054486,TRUE
MB-0181,SNF_C2,0.3112279794790437,-0.001697012479517141,0.3129249919585608,TRUE
MB-0603,SNF_C1,0.1796045727057451,0.16355043183963172,0.01605414086611337,FALSE
MB-0295,SNF_C2,0.31393590038328073,-0.015071317151278718,0.32900721753455947,TRUE
MB-0618,SNF_C1,0.2753631907355579,0.07925536084772554,0.19610782988783232,TRUE
MB-0496,SNF_C2,0.4009909037397442,-0.10208519092812884,0.5030760946678731,TRUE
MB-0411,SNF_C2,0.2721103254295138,-0.09128244093669532,0.3633927663662091,TRUE
MB-0285,SNF_C2,0.3889362144871267,-0.038338611805587675,0.42727482629271435,TRUE
MB-0360,SNF_C1,0.33774928284787575,-0.07334188541955759,0.41109116826743336,TRUE
MB-0359,SNF_C2,0.3063114591746005,-0.10231110450355749,0.40862256367815797,TRUE
MB-0344,SNF_C2,0.4787486020768496,-0.15125766478317554,0.6300062668600251,TRUE
MB-0583,SNF_C2,0.26818271259005777,0.2245708900095851,0.043611822580472664,TRUE
MB-0202,SNF_C1,0.11775591843406268,-0.012368612129530495,0.13012453056359316,TRUE
MB-0485,SNF_C2,0.16666329346718706,-0.02273429431959054,0.1893975877867776,TRUE
MB-0609,SNF_C1,0.15754749676030885,0.03036010081594322,0.12718739594436562,TRUE
MB-0538,SNF_C2,0.12207403849719554,-0.026798631925081806,0.14887267042227736,TRUE
MB-0197,SNF_C3,0.14862346124880738,-0.07028782434069282,0.21891128558950018,TRUE
MB-0410,SNF_C2,0.355753215248957,-0.009967801768949167,0.36572101701790616,TRUE
MB-0528,SNF_C1,0.0053975748479876875,0.0025534883241379535,0.002844086523849734,FALSE
MB-0165,SNF_C2,0.15867079301191342,0.029951096750991515,0.1287196962609219,TRUE
MB-0152,SNF_C3,0.19389504056379261,-0.11390547402778238,0.307800514591575,TRUE
MB-0546,SNF_C2,0.22593707462878168,-0.046955159348754785,0.2728922339775365,TRUE
MB-0148,SNF_C3,0.2638314495010492,-0.07280910958580909,0.3366405590868583,TRUE
MB-0594,SNF_C1,0.1213275429808958,-0.02936952607903162,0.1506970690599274,TRUE
MB-0521,SNF_C2,0.4119302766612653,-0.04321435576066958,0.45514463242193487,TRUE
MB-0532,SNF_C3,0.17369049848222376,-0.06642566082175018,0.24011615930397395,TRUE
MB-0536,SNF_C3,0.12919055482982875,-0.06614908685837702,0.19533964168820578,TRUE
MB-0319,SNF_C1,0.26908024696019844,-0.10786988953749851,0.37695013649769693,TRUE
MB-0491,SNF_C2,0.2419878099272334,-0.08837859483597384,0.3303664047632072,TRUE
