gene_id,variance
ENSG00000167676.4,6.263677662698429
ENSG00000184330.12,6.2619110876798265
ENSG00000166819.12,6.2617212641213476
ENSG00000161055.4,6.241476874992133
ENSG00000006071.15,6.233052514623827
ENSG00000221867.9,6.21641986672894
ENSG00000124302.13,6.214934866582959
ENSG00000108244.17,6.214508922892219
ENSG00000109321.11,6.2118262059841385
ENSG00000161031.13,6.210299167329091
ENSG00000211962.2,6.206456692416129
ENSG00000144218.19,6.204383426684017
ENSG00000172724.12,6.154584862606671
ENSG00000211955.2,6.1508913771206
ENSG00000211637.2,6.144046322566723
ENSG00000150893.11,6.1058226493009435
ENSG00000281990.1,6.1017009520998995
ENSG00000196542.8,6.094966618659062
ENSG00000211668.2,6.077518558077143
ENSG00000204710.2,6.06959647886342
ENSG00000163873.10,6.06792662443914
ENSG00000145824.13,6.067762506321819
ENSG00000077274.9,6.056826252397027
ENSG00000211898.7,6.0510000825661985
ENSG00000253768.1,6.040931698579799
ENSG00000259459.6,6.039057556418421
ENSG00000180730.5,6.024823582043847
ENSG00000189058.9,6.015269632492383
ENSG00000142973.14,6.010806121462401
ENSG00000243064.8,6.00927269231262
ENSG00000147041.12,6.008051539629436
ENSG00000173404.5,6.007156242355461
ENSG00000137648.19,5.991878561287445
ENSG00000259527.2,5.984211529024524
ENSG00000150667.8,5.974374734895862
ENSG00000211965.4,5.9544724422911495
ENSG00000211950.2,5.940015280281063
ENSG00000183844.17,5.937716127966041
ENSG00000089199.10,5.93588333606461
ENSG00000171954.13,5.932700274905169
ENSG00000171564.12,5.912187817061664
ENSG00000173432.12,5.8995705739937705
ENSG00000198797.7,5.8964012877609395
ENSG00000137673.9,5.880739320323391
ENSG00000137077.8,5.878796649400379
ENSG00000075461.6,5.869256735387273
ENSG00000237442.3,5.860720586621809
ENSG00000164530.15,5.857519615827352
ENSG00000160183.17,5.843536568304391
ENSG00000183778.17,5.839033083187312
ENSG00000211893.4,5.83424908872393
ENSG00000213088.12,5.815300650561642
ENSG00000129654.8,5.809645158383451
ENSG00000188916.9,5.808314257103474
ENSG00000167588.13,5.800811713398138
ENSG00000162482.5,5.790740740994511
ENSG00000065371.17,5.790213690404606
ENSG00000112183.15,5.779551687363788
ENSG00000156219.17,5.778602881106821
ENSG00000229314.5,5.7769478091147715
ENSG00000115616.3,5.775596995184532
ENSG00000241755.1,5.767894674601012
ENSG00000163631.17,5.762579008927949
ENSG00000156076.10,5.7471571740675005
ENSG00000188001.10,5.736073527774353
ENSG00000186868.16,5.720029866936334
ENSG00000174697.5,5.7076468718491915
ENSG00000162891.10,5.705177942698373
ENSG00000137745.12,5.705067126211921
ENSG00000240864.3,5.695636049998463
ENSG00000124102.5,5.686043146843196
ENSG00000123388.4,5.684462333931203
ENSG00000197172.10,5.666860046642354
ENSG00000060718.22,5.657399345268846
ENSG00000282933.2,5.656741359577967
ENSG00000166415.15,5.652494386711412
ENSG00000156738.18,5.649773146621836
ENSG00000151365.2,5.634859518260669
ENSG00000240382.3,5.631131348695059
ENSG00000165731.20,5.62939254762756
ENSG00000184613.11,5.624397030069655
ENSG00000286379.1,5.623592761671795
ENSG00000117148.8,5.6190266299782285
ENSG00000164199.18,5.617831292772934
ENSG00000159263.16,5.616318667096966
ENSG00000166961.15,5.606947686289873
ENSG00000198729.5,5.605630087431942
ENSG00000240216.7,5.593038758572988
ENSG00000253125.1,5.588165775025454
ENSG00000287914.1,5.579526562455739
ENSG00000152669.9,5.575111441614408
ENSG00000113739.10,5.571981111708047
ENSG00000129951.19,5.568593412290505
ENSG00000117472.10,5.558426336563623
ENSG00000100095.19,5.546696177692179
ENSG00000198300.14,5.54111039689432
ENSG00000153446.16,5.536223025474826
ENSG00000185559.16,5.533295131012006
ENSG00000074410.14,5.522212801834785
ENSG00000228630.5,5.5208666934284
ENSG00000105523.3,5.511772893338373
ENSG00000115290.10,5.510112222106
ENSG00000230937.12,5.503897184423903
ENSG00000107518.18,5.503605645757754
ENSG00000105825.14,5.502738480592973
ENSG00000105852.11,5.499836625618376
ENSG00000249346.7,5.498530197328225
ENSG00000236313.1,5.487926206254408
ENSG00000287826.1,5.476532642327632
ENSG00000237515.9,5.469120182893704
ENSG00000166206.15,5.469009709785018
ENSG00000171798.18,5.46788035496127
ENSG00000143452.16,5.465771159976367
ENSG00000127324.9,5.45772744060218
ENSG00000124479.11,5.457135103736875
ENSG00000259439.2,5.451355113605196
ENSG00000211933.2,5.444946125422878
ENSG00000230873.9,5.428151732837258
